interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
1700.00;1800.00;EdgeMesurements;0;158.16;0;24;15;8;8;52.72;39;26.26;216.63;7477.81;2.21;0.16;6289.95;216.13;2291.00
1700.00;1800.00;EdgeMesurements;0;93.70;0;45;16;59;59;31.23;25;15.53;148.56;4430.14;3.22;0.23;3395.40;147.75;827.00
1700.00;1800.00;EdgeMesurements;0;114.87;10;14;17;10;10;38.29;13;19.09;355.02;5431.13;1.35;0.10;4887.60;353.68;2709.00
1700.00;1800.00;EdgeMesurements;2;14.80;1;9;18;7;7;4.93;6;2.43;81.67;699.74;5.85;0.42;398.24;79.07;295.00
1700.00;1800.00;EdgeMesurements;4;67.65;10;9;19;43;43;22.55;35;11.22;130.89;3198.35;3.65;0.26;2341.54;130.60;1539.00
1700.00;1800.00;EdgeMesurements;0;29.27;0;33;2;26;26;9.76;39;4.81;40.34;1395.79;11.94;0.86;151.36;39.82;0.00
1700.00;1800.00;EdgeMesurements;0;127.79;8;0;20;0;0;42.60;3;21.29;1883.94;6041.90;0.25;0.02;5927.06;1881.60;4335.00
1700.00;1800.00;EdgeMesurements;3;92.44;2;45;21;40;40;30.81;33;15.32;94.75;4370.78;5.04;0.36;2723.60;93.84;1256.00
1700.00;1800.00;EdgeMesurements;2;12.82;4;6;22;10;10;4.27;6;2.12;62.78;606.13;7.61;0.55;274.32;61.84;173.00
1700.00;1800.00;EdgeMesurements;0;109.64;10;13;23;11;11;36.55;7;18.25;320.62;5183.58;1.49;0.11;4629.15;318.16;4155.00
1700.00;1800.00;EdgeMesurements;0;51.49;3;24;24;6;6;17.16;26;8.52;103.51;2434.40;4.62;0.33;1593.25;102.77;218.00
1700.00;1800.00;EdgeMesurements;0;68.52;16;8;25;28;28;22.84;34;11.37;125.82;3239.66;3.80;0.27;2369.84;125.19;1159.00
1700.00;1800.00;EdgeMesurements;0;19.67;4;5;26;5;5;6.56;12;3.25;83.38;929.94;5.73;0.41;545.95;82.11;232.00
1700.00;1800.00;EdgeMesurements;8;14.24;0;4;27;10;10;4.75;5;2.36;87.01;673.25;5.49;0.40;398.00;86.29;292.00
1700.00;1800.00;EdgeMesurements;0;17.92;0;28;28;4;4;5.97;25;2.94;39.92;854.42;12.07;0.87;114.27;39.42;0.00
1700.00;1800.00;EdgeMesurements;5;13.64;0;13;29;19;19;4.55;8;2.23;53.13;645.04;8.99;0.65;236.55;51.90;149.00
1700.00;1800.00;EdgeMesurements;0;8.86;0;6;3;7;7;2.95;5;1.46;58.40;418.83;8.18;0.59;159.02;57.63;103.00
1700.00;1800.00;EdgeMesurements;0;15.16;0;7;30;8;8;5.05;3;2.52;114.06;716.95;4.19;0.30;497.58;112.93;390.00
1700.00;1800.00;EdgeMesurements;0;0.83;0;1;31;1;1;0.28;1;0.14;39.40;39.40;12.13;0.87;5.20;38.49;0.00
1700.00;1800.00;EdgeMesurements;0;61.91;0;4;32;1;1;20.64;2;10.27;885.44;2926.90;0.54;0.04;2807.17;877.23;2004.00
1700.00;1800.00;EdgeMesurements;0;30.33;0;22;33;24;24;10.11;0;5.04;75.68;1433.90;6.31;0.45;775.74;74.89;582.00
1700.00;1800.00;EdgeMesurements;3;117.24;20;12;34;34;34;39.08;33;19.47;186.95;5543.18;2.56;0.18;4505.12;186.25;1589.00
1700.00;1800.00;EdgeMesurements;0;127.82;2;10;35;11;11;42.61;13;21.28;364.25;6043.13;1.31;0.09;5465.55;362.72;3814.00
1700.00;1800.00;EdgeMesurements;9;32.90;2;16;36;45;45;10.97;20;5.44;72.12;1555.44;6.62;0.48;776.69;71.53;528.00
1700.00;1800.00;EdgeMesurements;3;83.20;1;22;37;63;63;27.73;15;13.83;141.98;3933.83;3.37;0.24;2977.85;140.91;1610.00
1700.00;1800.00;EdgeMesurements;3;86.80;10;3;38;0;0;28.93;17;14.42;199.93;4104.03;2.39;0.17;3386.36;198.78;294.00
1700.00;1800.00;EdgeMesurements;0;220.67;2;11;39;24;24;73.56;10;36.75;388.00;10433.22;1.23;0.09;9490.14;385.13;5001.00
1700.00;1800.00;EdgeMesurements;1;3.48;0;5;4;12;12;1.16;5;0.52;103.72;164.71;4.61;0.33;110.65;92.22;82.00
1700.00;1800.00;EdgeMesurements;3;51.20;3;32;40;41;41;17.07;31;8.45;76.89;2420.71;6.21;0.45;1325.47;75.98;469.00
1700.00;1800.00;EdgeMesurements;5;299.08;9;1;41;1;1;99.69;10;49.83;1943.60;14140.28;0.25;0.02;13885.66;1950.43;13253.00
1700.00;1800.00;EdgeMesurements;1;60.10;4;23;42;57;57;20.03;28;9.96;96.27;2841.33;4.96;0.36;1782.06;95.45;334.00
1700.00;1800.00;EdgeMesurements;0;28.31;3;2;43;4;4;9.44;12;4.67;204.41;1338.65;2.34;0.17;1095.86;199.75;620.00
1700.00;1800.00;EdgeMesurements;0;23.41;10;12;44;9;9;7.80;19;3.87;67.49;1106.94;7.08;0.51;536.67;66.76;331.00
1700.00;1800.00;EdgeMesurements;1;43.93;10;13;45;30;30;14.64;12;7.28;94.94;2076.78;5.03;0.36;1301.51;93.82;914.00
1700.00;1800.00;EdgeMesurements;0;31.45;0;29;46;37;37;10.48;35;5.17;52.35;1487.09;9.13;0.66;489.03;51.42;161.00
1700.00;1800.00;EdgeMesurements;2;12.47;0;7;47;6;6;4.16;3;1.95;97.62;589.40;4.89;0.35;366.84;91.18;291.00
1700.00;1800.00;EdgeMesurements;0;2.25;0;2;48;0;0;0.75;3;0.37;41.89;106.31;11.41;0.82;18.28;40.93;0.00
1700.00;1800.00;EdgeMesurements;0;186.84;0;1;49;35;35;62.28;6;31.13;3607.85;8833.85;0.13;0.01;8748.69;3615.09;8203.00
1700.00;1800.00;EdgeMesurements;0;46.64;0;21;5;26;26;15.55;17;7.73;106.92;2204.95;4.47;0.32;1468.62;106.10;1072.00
1700.00;1800.00;EdgeMesurements;2;7.82;0;0;50;11;11;2.61;1;1.30;94.56;369.84;5.05;0.36;242.50;93.88;204.00
1700.00;1800.00;EdgeMesurements;0;6.31;0;2;51;1;1;2.10;9;1.04;38.38;300.69;12.55;0.90;25.92;37.88;0.00
1700.00;1800.00;EdgeMesurements;6;154.28;12;4;52;21;21;51.43;10;25.70;763.41;7294.49;0.63;0.05;6964.78;764.29;5863.00
1700.00;1800.00;EdgeMesurements;0;20.04;1;2;53;2;2;6.68;1;3.34;307.52;947.60;1.55;0.11;836.03;304.30;711.00
1700.00;1800.00;EdgeMesurements;0;57.67;4;12;54;21;21;19.22;1;9.60;162.80;2726.86;2.93;0.21;2138.79;161.10;1823.00
1700.00;1800.00;EdgeMesurements;0;79.03;10;23;55;4;4;26.34;20;13.12;154.83;3736.59;3.09;0.22;2891.04;153.94;297.00
1700.00;1800.00;EdgeMesurements;0;30.02;1;3;56;1;1;10.01;7;4.99;180.77;1419.40;2.64;0.19;1129.54;180.13;760.00
1700.00;1800.00;EdgeMesurements;7;104.39;9;13;57;28;28;34.80;24;17.35;220.51;4935.63;2.17;0.16;4175.16;220.25;2077.00
1700.00;1800.00;EdgeMesurements;1;57.94;3;2;58;0;0;19.31;0;9.65;735.75;2739.33;0.65;0.05;2607.04;730.00;2258.00
1700.00;1800.00;EdgeMesurements;0;239.32;2;7;59;11;11;79.77;18;39.54;1193.66;11315.21;0.40;0.03;10987.64;1202.37;9703.00
1700.00;1800.00;EdgeMesurements;0;0.87;0;1;6;0;0;0.29;1;0.14;42.77;41.20;11.17;0.80;5.85;41.84;0.00
1700.00;1800.00;EdgeMesurements;0;45.32;9;7;60;42;42;15.11;13;7.52;133.57;2142.68;3.58;0.26;1578.82;132.41;1120.00
1700.00;1800.00;EdgeMesurements;4;252.64;3;7;61;25;25;84.21;8;41.82;1683.23;11944.95;0.28;0.02;11693.69;1686.04;10673.00
1700.00;1800.00;EdgeMesurements;0;45.40;13;0;62;1;1;15.13;19;7.54;131.02;2146.67;3.65;0.26;1557.50;130.26;207.00
1700.00;1800.00;EdgeMesurements;0;8.44;2;3;63;4;4;2.81;10;1.38;76.77;399.08;6.22;0.45;218.12;74.71;105.00
1700.00;1800.00;EdgeMesurements;0;97.19;0;23;64;2;2;32.40;21;16.14;203.19;4595.07;2.35;0.17;3804.33;202.39;1729.00
1700.00;1800.00;EdgeMesurements;2;47.44;0;6;65;10;10;15.81;3;7.89;370.69;2242.87;1.29;0.09;2024.36;369.03;1767.00
1700.00;1800.00;EdgeMesurements;0;93.49;0;4;67;1;1;31.16;1;15.58;1515.33;4457.81;0.32;0.02;4353.27;1499.61;3781.00
1700.00;1800.00;EdgeMesurements;0;11.12;0;9;68;3;3;3.71;0;1.85;65.62;530.04;7.34;0.53;248.57;64.94;158.00
1700.00;1800.00;EdgeMesurements;2;7.87;0;3;69;3;3;2.62;2;1.30;184.68;372.08;2.59;0.19;303.86;184.33;280.00
1700.00;1800.00;EdgeMesurements;4;23.86;0;13;7;10;10;7.95;7;3.95;88.44;1128.28;5.40;0.39;692.35;87.40;477.00
1700.00;1800.00;EdgeMesurements;0;3.46;0;4;70;23;23;1.15;4;0.57;41.21;164.84;11.69;0.84;18.25;40.51;0.00
1700.00;1800.00;EdgeMesurements;0;30.15;0;21;71;14;14;10.05;28;4.97;58.42;1425.71;8.18;0.59;547.69;57.68;216.00
1700.00;1800.00;EdgeMesurements;1;10.79;0;7;72;15;15;3.60;5;1.79;76.95;510.16;6.21;0.45;269.21;76.04;200.00
1700.00;1800.00;EdgeMesurements;0;4.97;0;5;73;4;4;1.66;7;0.81;39.31;235.18;12.16;0.88;24.03;38.59;0.00
1700.00;1800.00;EdgeMesurements;0;19.27;0;17;74;24;24;6.42;18;3.18;47.23;911.07;10.12;0.73;264.50;46.43;98.00
1700.00;1800.00;EdgeMesurements;10;46.72;0;20;75;32;32;15.57;2;7.75;101.48;2208.92;4.71;0.34;1454.74;100.50;1135.00
1700.00;1800.00;EdgeMesurements;0;136.84;0;0;76;1;1;45.61;3;22.80;4727.90;6469.84;0.10;0.01;6422.61;4785.81;5040.00
1700.00;1800.00;EdgeMesurements;0;7.13;0;8;77;8;8;2.38;8;1.18;34.61;339.77;13.92;1.00;25.84;34.20;0.00
1700.00;1800.00;EdgeMesurements;0;7.97;0;8;78;5;5;2.66;6;1.31;46.50;379.96;10.36;0.75;122.16;45.66;67.00
1700.00;1800.00;EdgeMesurements;0;104.11;0;31;8;20;20;34.70;21;17.30;170.48;4922.12;2.80;0.20;3920.01;169.47;2512.00
1700.00;1800.00;EdgeMesurements;12;7.50;0;10;80;4;4;2.50;0;1.24;36.90;375.18;13.69;0.99;3.27;36.54;0.00
1700.00;1800.00;EdgeMesurements;0;370.35;0;15;81;0;0;123.45;15;61.57;1200.78;18013.89;0.41;0.03;17474.49;1199.99;11575.00
1700.00;1800.00;EdgeMesurements;0;6.85;0;9;82;7;7;2.28;10;1.12;36.53;332.97;13.45;0.97;13.65;36.17;0.00
1700.00;1800.00;EdgeMesurements;0;388.96;0;6;83;0;0;129.65;6;64.71;3147.59;18918.92;0.16;0.01;18702.61;3146.49;13817.00
1700.00;1800.00;EdgeMesurements;18;10.08;0;11;84;9;9;3.36;0;1.67;37.13;503.98;13.60;0.98;6.82;36.78;0.00
1700.00;1800.00;EdgeMesurements;0;8.70;0;11;85;12;12;2.90;11;1.43;36.98;423.15;13.29;0.96;15.10;36.61;0.00
1700.00;1800.00;EdgeMesurements;0;291.70;0;12;86;6;6;97.23;6;48.57;1793.05;14188.06;0.27;0.02;13909.38;1787.83;10881.00
1700.00;1800.00;EdgeMesurements;40;27.40;0;33;87;26;26;9.13;0;4.53;37.33;1370.14;13.53;0.97;52.19;36.97;0.00
1700.00;1800.00;EdgeMesurements;0;24.47;0;28;88;19;20;8.16;30;4.03;38.62;1190.10;12.72;0.92;93.71;38.25;0.00
1700.00;1800.00;EdgeMesurements;35;27.01;0;36;89;35;35;9.00;0;4.46;36.98;1350.48;13.66;0.98;41.73;36.62;0.00
1700.00;1800.00;EdgeMesurements;0;1.66;0;1;9;0;0;0.55;2;0.27;39.81;79.20;12.10;0.87;10.50;38.63;0.00
1700.00;1800.00;EdgeMesurements;0;150.45;0;4;90;0;0;50.15;5;25.03;2165.83;7317.98;0.23;0.02;7197.22;2174.91;5415.00
1700.00;1800.00;EdgeMesurements;0;27.05;0;36;91;33;35;9.02;36;4.45;37.24;1315.48;13.19;0.95;82.58;36.88;0.00
1700.00;1800.00;EdgeMesurements;0;368.22;15;0;92;0;0;122.74;15;61.19;1240.07;18410.78;0.41;0.03;17865.09;1233.88;8104.40
1700.00;1800.00;EdgeMesurements;0;385.62;5;0;93;0;0;128.54;6;64.11;3248.66;19280.85;0.16;0.01;19062.81;3236.10;11104.90
1700.00;1800.00;EdgeMesurements;0;78.48;18;0;94;23;23;26.16;12;13.03;256.56;3923.79;1.97;0.14;3373.59;254.46;2644.87
1700.00;1800.00;EdgeMesurements;0;129.98;4;0;95;6;6;43.33;4;21.61;1674.37;6498.94;0.30;0.02;6362.42;1667.91;3706.99
1800.00;1900.00;EdgeMesurements;0;4.76;0;3;0;23;23;1.59;2;0.79;115.45;227.17;4.17;0.30;164.88;114.18;141.00
1800.00;1900.00;EdgeMesurements;0;112.56;0;33;1;14;14;37.52;29;18.69;171.52;5366.91;2.81;0.20;4256.27;170.53;2547.00
1800.00;1900.00;EdgeMesurements;5;4.21;0;5;10;4;4;1.40;1;0.69;42.79;198.83;11.17;0.80;31.55;42.39;23.00
1800.00;1900.00;EdgeMesurements;0;32.35;0;26;11;12;12;10.78;23;5.34;60.74;1542.23;7.93;0.57;662.21;60.01;269.00
1800.00;1900.00;EdgeMesurements;0;1.57;0;1;12;11;11;0.52;1;0.26;52.56;75.04;9.17;0.66;28.57;51.51;17.00
1800.00;1900.00;EdgeMesurements;0;3.27;0;4;13;0;0;1.09;3;0.54;39.26;156.15;12.27;0.88;20.85;38.34;0.00
1800.00;1900.00;EdgeMesurements;5;10.66;0;10;14;7;7;3.55;8;1.75;43.67;504.12;10.94;0.79;111.91;43.01;50.00
1800.00;1900.00;EdgeMesurements;0;137.44;0;37;15;35;35;45.81;35;22.82;182.20;6497.94;2.62;0.19;5266.88;181.47;2312.00
1800.00;1900.00;EdgeMesurements;0;107.79;0;27;16;52;52;35.93;38;17.89;147.84;5096.32;3.23;0.23;3898.04;147.28;845.00
1800.00;1900.00;EdgeMesurements;0;107.32;4;9;17;2;2;35.77;18;17.83;276.83;5074.13;1.73;0.12;4428.46;276.03;2076.00
1800.00;1900.00;EdgeMesurements;2;12.05;1;7;18;6;7;4.02;6;1.98;67.57;569.65;7.07;0.51;259.51;65.68;150.00
1800.00;1900.00;EdgeMesurements;1;41.57;12;5;19;45;45;13.86;20;6.90;116.48;1965.66;4.10;0.30;1356.34;115.79;852.00
1800.00;1900.00;EdgeMesurements;0;30.45;0;31;2;34;34;10.15;33;5.02;39.02;1451.79;12.35;0.89;138.65;38.54;0.00
1800.00;1900.00;EdgeMesurements;0;130.52;3;0;20;0;0;43.51;3;21.75;2079.16;6170.93;0.23;0.02;6067.71;2078.25;4493.00
1800.00;1900.00;EdgeMesurements;1;112.43;2;31;21;42;42;37.48;37;18.63;145.74;5315.53;3.28;0.24;4030.45;144.54;1740.00
1800.00;1900.00;EdgeMesurements;1;21.16;4;10;22;18;18;7.05;10;3.50;75.81;1000.65;6.30;0.45;544.38;74.82;402.00
1800.00;1900.00;EdgeMesurements;11;103.20;11;10;23;22;22;34.40;30;17.15;196.79;4879.13;2.43;0.17;4023.17;196.80;1830.00
1800.00;1900.00;EdgeMesurements;0;57.43;3;18;24;10;10;19.14;18;9.53;117.44;2715.23;4.07;0.29;1879.46;116.50;327.00
1800.00;1900.00;EdgeMesurements;0;57.55;17;10;25;49;49;19.18;12;9.55;112.47;2721.18;4.25;0.31;1878.42;111.09;948.00
1800.00;1900.00;EdgeMesurements;0;10.19;4;7;26;9;9;3.40;12;1.67;62.43;481.64;7.65;0.55;217.63;61.26;102.00
1800.00;1900.00;EdgeMesurements;4;6.91;0;8;27;5;6;2.30;0;1.14;62.07;326.79;7.70;0.55;136.81;61.58;112.00
1800.00;1900.00;EdgeMesurements;0;20.08;0;22;28;6;6;6.69;24;3.31;39.71;957.38;12.13;0.87;102.02;39.22;0.00
1800.00;1900.00;EdgeMesurements;3;10.60;0;15;29;23;23;3.53;7;1.72;58.33;501.09;8.19;0.59;191.89;56.66;123.00
1800.00;1900.00;EdgeMesurements;0;12.65;0;11;3;14;14;4.22;9;2.09;61.13;598.27;7.82;0.56;269.18;60.39;182.00
1800.00;1900.00;EdgeMesurements;0;21.02;0;5;30;4;4;7.01;4;3.49;196.03;993.75;2.44;0.18;821.51;194.86;691.00
1800.00;1900.00;EdgeMesurements;0;4.44;0;5;31;0;0;1.48;5;0.73;42.01;210.03;11.37;0.82;42.86;41.18;0.00
1800.00;1900.00;EdgeMesurements;1;63.94;0;2;32;1;1;21.31;5;10.64;1159.83;3023.10;0.41;0.03;2929.59;1157.27;2359.00
1800.00;1900.00;EdgeMesurements;0;36.77;0;19;33;21;21;12.26;39;6.07;79.64;1738.28;6.00;0.43;1000.62;79.09;660.00
1800.00;1900.00;EdgeMesurements;2;120.80;18;8;34;9;10;40.27;4;20.12;437.08;5711.32;1.09;0.08;5257.05;434.05;3536.00
1800.00;1900.00;EdgeMesurements;0;131.33;2;19;35;15;15;43.78;16;21.85;467.10;6209.29;1.02;0.07;5727.70;467.54;3374.00
1800.00;1900.00;EdgeMesurements;0;18.95;2;8;36;18;18;6.32;13;3.12;85.22;895.87;5.61;0.40;537.62;83.44;327.00
1800.00;1900.00;EdgeMesurements;0;84.83;1;16;37;61;61;28.28;7;14.11;350.39;4010.88;1.36;0.10;3593.16;348.59;2931.00
1800.00;1900.00;EdgeMesurements;0;74.94;10;2;38;0;0;24.98;19;12.43;253.98;3543.04;1.88;0.14;3047.94;252.74;300.00
1800.00;1900.00;EdgeMesurements;1;222.64;2;1;39;2;2;74.21;16;37.09;4590.73;10526.62;0.10;0.01;10441.91;4716.53;10191.00
1800.00;1900.00;EdgeMesurements;1;10.28;0;0;4;12;12;3.43;1;1.71;116.63;486.00;4.10;0.29;342.06;115.60;288.00
1800.00;1900.00;EdgeMesurements;2;45.48;3;23;40;26;26;15.16;24;7.52;71.64;2150.52;6.67;0.48;1080.06;70.76;500.00
1800.00;1900.00;EdgeMesurements;0;317.01;4;20;41;16;16;105.67;1;52.80;534.36;14988.31;0.89;0.06;14029.59;528.77;8233.00
1800.00;1900.00;EdgeMesurements;1;57.86;3;29;42;30;30;19.29;24;9.59;95.18;2735.46;5.02;0.36;1718.14;94.50;293.00
1800.00;1900.00;EdgeMesurements;0;26.13;3;1;43;6;6;8.71;0;4.35;302.69;1235.40;1.58;0.11;1088.18;299.52;1023.00
1800.00;1900.00;EdgeMesurements;0;33.75;9;6;44;7;7;11.25;19;5.60;79.06;1595.58;6.04;0.44;892.77;78.41;646.00
1800.00;1900.00;EdgeMesurements;1;84.67;9;14;45;31;31;28.22;11;14.08;201.16;4003.03;2.38;0.17;3299.50;199.68;2572.00
1800.00;1900.00;EdgeMesurements;0;37.46;0;30;46;36;36;12.49;29;6.18;57.95;1771.18;8.24;0.59;709.20;57.20;278.00
1800.00;1900.00;EdgeMesurements;3;9.55;0;8;47;10;10;3.18;3;1.55;67.69;451.60;7.06;0.51;218.01;65.49;162.00
1800.00;1900.00;EdgeMesurements;0;1.19;0;1;48;1;1;0.40;0;0.20;56.87;56.15;8.40;0.60;23.14;56.27;15.00
1800.00;1900.00;EdgeMesurements;0;179.59;0;0;49;8;8;59.86;3;29.93;17673.86;8491.18;0.03;0.00;8475.57;18281.03;8324.00
1800.00;1900.00;EdgeMesurements;0;59.78;0;22;5;12;12;19.93;0;9.94;144.73;2826.53;3.30;0.24;2147.29;143.21;1801.00
1800.00;1900.00;EdgeMesurements;1;6.74;0;4;50;3;3;2.25;3;1.11;90.10;318.58;5.30;0.38;197.92;89.02;175.00
1800.00;1900.00;EdgeMesurements;0;29.25;0;41;51;26;26;9.75;28;4.82;40.54;1394.74;11.88;0.86;199.79;40.03;0.00
1800.00;1900.00;EdgeMesurements;0;121.38;4;1;52;16;17;40.46;12;20.21;506.90;5738.96;0.94;0.07;5319.78;506.43;2462.00
1800.00;1900.00;EdgeMesurements;0;12.91;1;1;53;1;1;4.30;6;2.14;244.63;610.61;1.95;0.14;533.40;246.45;429.00
1800.00;1900.00;EdgeMesurements;2;42.58;4;3;54;3;3;14.19;29;7.03;209.53;2013.01;2.28;0.16;1677.65;211.10;1058.00
1800.00;1900.00;EdgeMesurements;0;112.38;8;21;55;50;50;37.46;17;18.68;189.00;5313.25;2.53;0.18;4342.69;187.70;926.00
1800.00;1900.00;EdgeMesurements;0;36.76;1;9;56;9;9;12.25;3;6.12;215.53;1737.80;2.22;0.16;1461.27;213.44;1251.00
1800.00;1900.00;EdgeMesurements;3;100.86;9;10;57;8;8;33.62;13;16.78;292.86;4768.84;1.63;0.12;4213.42;292.23;2621.00
1800.00;1900.00;EdgeMesurements;2;69.87;3;9;58;12;12;23.29;5;11.63;348.05;3303.50;1.37;0.10;2957.45;345.97;2067.00
1800.00;1900.00;EdgeMesurements;0;237.11;25;24;59;7;7;79.04;22;39.38;207.86;11210.59;2.30;0.17;9313.49;206.30;5004.00
1800.00;1900.00;EdgeMesurements;0;0.90;0;1;6;0;0;0.30;1;0.15;39.68;42.35;12.04;0.87;5.10;38.85;0.00
1800.00;1900.00;EdgeMesurements;0;45.07;8;7;60;29;29;15.02;22;7.47;138.33;2130.99;3.45;0.25;1598.91;137.41;858.00
1800.00;1900.00;EdgeMesurements;0;238.96;2;11;61;39;39;79.65;21;39.74;1147.36;11297.97;0.42;0.03;10946.70;1154.65;9951.00
1800.00;1900.00;EdgeMesurements;0;32.22;12;2;62;0;0;10.74;25;5.34;99.46;1523.41;4.80;0.35;981.33;98.91;301.00
1800.00;1900.00;EdgeMesurements;0;4.27;2;2;63;3;4;1.42;2;0.70;57.04;201.89;8.38;0.60;55.28;55.85;18.00
1800.00;1900.00;EdgeMesurements;0;100.06;0;29;64;3;3;33.35;25;16.62;180.05;4730.85;2.65;0.19;3830.21;179.34;1595.00
1800.00;1900.00;EdgeMesurements;1;44.54;0;2;65;3;3;14.85;4;7.42;777.65;2105.87;0.61;0.04;2008.93;780.53;1938.00
1800.00;1900.00;EdgeMesurements;0;96.48;0;0;67;0;0;32.16;0;16.08;7185.95;4600.00;0.07;0.00;4577.84;7111.37;3754.00
1800.00;1900.00;EdgeMesurements;0;14.63;0;26;68;19;19;4.88;16;2.40;45.86;697.43;10.50;0.76;183.89;45.15;102.00
1800.00;1900.00;EdgeMesurements;2;5.96;0;5;69;14;14;1.99;1;0.98;57.68;281.61;8.28;0.60;105.80;57.14;81.00
1800.00;1900.00;EdgeMesurements;2;26.37;0;12;7;11;11;8.79;12;4.36;104.20;1246.61;4.59;0.33;820.40;103.04;562.00
1800.00;1900.00;EdgeMesurements;0;32.37;0;28;71;20;20;10.79;20;5.34;65.36;1530.48;7.31;0.53;711.44;64.51;338.00
1800.00;1900.00;EdgeMesurements;1;17.27;0;5;72;10;10;5.76;1;2.87;163.48;816.65;2.92;0.21;636.84;162.03;567.00
1800.00;1900.00;EdgeMesurements;0;10.84;0;4;73;0;0;3.61;0;1.80;132.71;512.65;3.60;0.26;377.56;131.32;331.00
1800.00;1900.00;EdgeMesurements;0;6.58;0;13;74;6;6;2.19;9;1.07;41.05;311.10;11.64;0.84;39.27;40.31;14.00
1800.00;1900.00;EdgeMesurements;0;74.23;0;9;75;22;22;24.74;3;12.36;357.50;3509.36;1.34;0.10;3156.52;353.76;2647.00
1800.00;1900.00;EdgeMesurements;0;132.85;0;0;76;2;2;44.28;3;22.14;12212.53;6281.21;0.04;0.00;6262.90;12593.17;5579.00
1800.00;1900.00;EdgeMesurements;0;2.05;0;2;77;0;0;0.68;5;0.34;37.27;97.70;12.93;0.93;6.59;36.76;0.00
1800.00;1900.00;EdgeMesurements;0;7.16;0;5;78;6;6;2.39;7;1.18;67.26;341.41;7.16;0.52;169.72;65.94;104.00
1800.00;1900.00;EdgeMesurements;0;131.91;0;36;8;10;10;43.97;21;21.93;214.91;6236.87;2.22;0.16;5225.47;213.81;3072.00
1800.00;1900.00;EdgeMesurements;8;6.66;0;13;80;3;3;2.22;0;1.10;35.33;333.12;14.29;1.03;1.85;34.98;0.00
1800.00;1900.00;EdgeMesurements;0;370.37;0;15;81;0;0;123.46;15;61.57;1201.11;18014.56;0.41;0.03;17475.60;1200.32;11580.00
1800.00;1900.00;EdgeMesurements;0;9.56;0;13;82;19;19;3.19;13;1.57;35.77;465.00;13.74;0.99;18.13;35.42;0.00
1800.00;1900.00;EdgeMesurements;0;388.98;0;6;83;0;0;129.66;6;64.71;3153.58;18919.82;0.16;0.01;18703.86;3152.54;13836.00
1800.00;1900.00;EdgeMesurements;14;11.53;0;16;84;8;8;3.84;0;1.90;36.68;576.25;13.77;0.99;10.16;36.32;0.00
1800.00;1900.00;EdgeMesurements;0;11.29;0;15;85;17;17;3.76;16;1.86;36.38;549.00;13.51;0.97;22.21;36.02;0.00
1800.00;1900.00;EdgeMesurements;0;307.91;0;19;86;3;3;102.64;6;51.26;1536.81;14976.82;0.32;0.02;14638.44;1530.11;11162.00
1800.00;1900.00;EdgeMesurements;28;23.73;0;32;87;16;16;7.91;0;3.92;38.29;1186.60;13.19;0.95;42.43;37.92;0.00
1800.00;1900.00;EdgeMesurements;0;25.44;0;30;88;36;36;8.48;31;4.19;38.14;1237.53;12.88;0.93;81.70;37.76;0.00
1800.00;1900.00;EdgeMesurements;32;24.59;0;33;89;17;17;8.20;0;4.06;38.46;1229.58;13.13;0.95;51.78;38.10;0.00
1800.00;1900.00;EdgeMesurements;0;0.77;0;1;9;0;0;0.26;1;0.12;36.48;36.48;13.21;0.95;6.47;35.42;0.00
1800.00;1900.00;EdgeMesurements;0;150.39;0;5;90;0;0;50.13;4;25.02;1800.09;7315.16;0.27;0.02;7172.77;1798.78;5399.00
1800.00;1900.00;EdgeMesurements;0;25.24;0;33;91;30;30;8.41;33;4.15;38.27;1227.60;12.84;0.92;78.53;37.89;0.00
1800.00;1900.00;EdgeMesurements;0;368.20;15;0;92;0;0;122.73;15;61.19;1239.77;18409.79;0.41;0.03;17864.09;1233.58;8099.53
1800.00;1900.00;EdgeMesurements;0;383.54;6;0;93;2;2;127.85;6;63.77;3227.25;19176.98;0.16;0.01;18958.97;3214.34;11071.72
1800.00;1900.00;EdgeMesurements;0;86.00;18;0;94;38;38;28.67;19;14.27;223.25;4300.20;2.26;0.16;3603.34;221.51;1896.98
1800.00;1900.00;EdgeMesurements;0;130.11;4;0;95;2;2;43.37;5;21.63;1578.46;6505.25;0.32;0.02;6365.87;1575.19;3704.01
1900.00;2000.00;EdgeMesurements;0;7.73;0;2;0;7;7;2.58;4;1.28;120.92;368.76;3.98;0.29;263.71;119.81;217.00
1900.00;2000.00;EdgeMesurements;0;125.18;0;35;1;10;10;41.73;36;20.79;195.66;5968.53;2.46;0.18;4903.50;195.14;2604.00
1900.00;2000.00;EdgeMesurements;3;2.49;0;3;10;5;5;0.83;0;0.41;37.28;117.78;12.82;0.92;5.09;36.91;0.00
1900.00;2000.00;EdgeMesurements;0;35.93;0;22;11;8;8;11.98;24;5.94;73.49;1713.27;6.56;0.47;913.19;72.73;438.00
