interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
2400.00;2500.00;EdgeMesurements;2;121.21;0;2;61;4;4;40.40;8;20.19;2175.85;5730.79;0.22;0.02;5640.61;2226.92;4918.00
2400.00;2500.00;EdgeMesurements;0;6.94;7;0;62;0;0;2.31;5;1.15;48.66;328.00;9.82;0.71;90.22;47.86;32.00
2400.00;2500.00;EdgeMesurements;0;2.16;0;1;63;2;2;0.72;2;0.35;60.68;102.10;7.87;0.57;41.46;59.10;26.00
2400.00;2500.00;EdgeMesurements;0;20.82;0;5;64;0;0;6.94;15;3.45;161.39;984.59;2.96;0.21;770.65;162.19;563.00
2400.00;2500.00;EdgeMesurements;0;14.32;0;0;65;0;0;4.77;1;2.39;7197.43;677.00;0.07;0.00;673.69;7122.11;617.00
2400.00;2500.00;EdgeMesurements;0;13.26;0;14;66;17;17;4.42;17;2.17;41.23;632.23;11.69;0.84;81.15;40.12;0.00
2400.00;2500.00;EdgeMesurements;0;88.09;0;0;67;0;0;29.36;0;14.68;3497.07;4200.00;0.14;0.01;4157.75;3460.78;3173.00
2400.00;2500.00;EdgeMesurements;0;122.10;0;20;68;10;10;40.70;6;20.27;781.10;5821.68;0.62;0.04;5563.00;779.02;3959.00
2400.00;2500.00;EdgeMesurements;1;59.79;0;9;69;14;14;19.93;8;9.94;322.75;2826.69;1.48;0.11;2536.36;321.66;1786.00
2400.00;2500.00;EdgeMesurements;0;11.84;0;12;7;10;10;3.95;11;1.94;46.63;559.75;10.25;0.74;151.92;45.44;1.00
2400.00;2500.00;EdgeMesurements;0;131.99;0;21;71;5;5;44.00;14;21.93;393.29;6240.54;1.21;0.09;5678.09;392.05;3443.00
2400.00;2500.00;EdgeMesurements;2;16.93;0;6;72;18;18;5.64;12;2.79;126.69;800.63;3.77;0.27;579.91;125.28;479.00
2400.00;2500.00;EdgeMesurements;0;6.69;0;12;73;1;1;2.23;7;1.09;46.49;316.11;10.28;0.74;93.34;45.49;0.00
2400.00;2500.00;EdgeMesurements;0;37.50;0;10;74;20;20;12.50;15;6.02;116.59;1772.98;4.10;0.30;1233.00;110.38;864.00
2400.00;2500.00;EdgeMesurements;2;26.85;0;14;75;26;26;8.95;8;4.44;104.65;1269.68;4.57;0.33;845.22;103.75;546.00
2400.00;2500.00;EdgeMesurements;0;130.27;0;3;76;0;0;43.42;4;21.69;1978.84;6159.01;0.24;0.02;6048.21;1983.51;4465.00
2400.00;2500.00;EdgeMesurements;0;4.28;0;7;77;9;9;1.43;5;0.70;35.59;204.02;13.54;0.97;10.39;35.15;0.00
2400.00;2500.00;EdgeMesurements;0;1.00;0;4;78;1;1;0.33;1;0.16;41.59;47.64;11.58;0.83;9.21;40.43;5.00
2400.00;2500.00;EdgeMesurements;0;43.73;0;17;79;24;24;14.58;11;7.24;120.66;2084.92;3.99;0.29;1471.01;119.60;893.00
2400.00;2500.00;EdgeMesurements;0;227.70;0;17;8;8;8;75.90;19;37.87;485.03;10765.47;0.99;0.07;9987.66;483.64;5657.00
2400.00;2500.00;EdgeMesurements;9;7.06;0;8;80;7;7;2.35;0;1.17;38.65;353.11;13.07;0.94;7.38;38.28;0.00
2400.00;2500.00;EdgeMesurements;0;370.39;0;15;81;0;0;123.46;15;61.57;1201.25;18015.57;0.41;0.03;17474.74;1200.43;11579.00
2400.00;2500.00;EdgeMesurements;0;6.37;0;8;82;8;8;2.12;8;1.05;38.71;309.65;12.70;0.91;13.56;38.32;0.00
2400.00;2500.00;EdgeMesurements;0;388.97;0;6;83;0;0;129.66;6;64.71;3151.51;18919.52;0.16;0.01;18701.64;3150.45;13827.00
2400.00;2500.00;EdgeMesurements;8;3.61;0;4;84;2;2;1.20;0;0.60;37.97;180.40;13.30;0.96;2.12;37.59;0.00
2400.00;2500.00;EdgeMesurements;0;3.02;0;3;85;5;5;1.01;4;0.50;37.02;146.66;13.27;0.96;3.35;36.65;0.00
2400.00;2500.00;EdgeMesurements;0;342.98;0;20;86;12;12;114.33;6;56.98;1593.97;16682.68;0.31;0.02;16306.50;1586.42;12599.00
2400.00;2500.00;EdgeMesurements;33;24.60;0;32;87;22;22;8.20;0;4.07;38.33;1230.02;13.17;0.95;36.00;37.97;0.00
2400.00;2500.00;EdgeMesurements;0;26.48;0;33;88;39;39;8.83;32;4.36;38.83;1288.09;12.65;0.91;89.56;38.45;0.00
2400.00;2500.00;EdgeMesurements;30;22.82;0;31;89;13;13;7.61;0;3.77;37.52;1141.07;13.46;0.97;27.28;37.16;0.00
2400.00;2500.00;EdgeMesurements;0;212.15;0;2;90;2;2;70.72;6;35.31;3610.83;10319.18;0.14;0.01;10216.81;3649.69;8296.00
2400.00;2500.00;EdgeMesurements;0;24.52;0;32;91;30;31;8.17;31;4.03;38.37;1192.83;12.81;0.92;73.81;37.99;0.00
2400.00;2500.00;EdgeMesurements;0;368.20;15;0;92;0;0;122.73;15;61.19;1239.67;18409.84;0.41;0.03;17871.97;1233.48;8099.51
2400.00;2500.00;EdgeMesurements;0;381.95;7;0;93;3;3;127.32;6;63.50;3217.01;19097.65;0.16;0.01;18882.04;3204.23;11026.15
2400.00;2500.00;EdgeMesurements;0;178.34;12;0;94;15;15;59.45;20;29.06;766.82;8916.87;0.66;0.05;8491.08;751.29;6968.00
2400.00;2500.00;EdgeMesurements;0;129.48;6;0;95;1;1;43.16;2;21.53;2158.85;6473.99;0.23;0.02;6365.23;2142.94;3703.99
2500.00;2600.00;EdgeMesurements;0;2.93;0;0;0;5;5;0.98;5;0.48;75.05;139.69;6.42;0.46;76.00;73.69;25.00
2500.00;2600.00;EdgeMesurements;0;190.04;0;17;1;11;11;63.35;24;31.63;758.45;9061.32;0.64;0.05;8627.21;764.43;6314.00
2500.00;2600.00;EdgeMesurements;1;20.77;0;16;10;45;45;6.92;0;3.44;61.73;982.19;7.74;0.56;425.71;61.10;275.00
2500.00;2600.00;EdgeMesurements;0;10.51;0;12;11;3;3;3.50;13;1.73;43.44;501.08;11.09;0.80;78.96;42.75;18.00
2500.00;2600.00;EdgeMesurements;6;13.34;0;9;14;17;17;4.45;5;2.20;62.50;630.52;7.65;0.55;278.27;61.83;208.00
2500.00;2600.00;EdgeMesurements;0;192.26;0;34;15;13;13;64.09;32;31.97;283.95;9089.84;1.68;0.12;7969.62;283.22;3390.00
2500.00;2600.00;EdgeMesurements;0;33.19;0;19;16;26;26;11.06;38;5.46;53.81;1569.36;8.88;0.64;542.12;52.83;86.00
2500.00;2600.00;EdgeMesurements;0;113.09;1;3;17;10;10;37.70;17;18.78;397.57;5346.91;1.20;0.09;4878.96;397.73;1508.00
2500.00;2600.00;EdgeMesurements;0;14.31;0;4;18;2;2;4.77;0;2.38;337.74;676.61;1.41;0.10;604.03;334.21;595.00
2500.00;2600.00;EdgeMesurements;5;110.80;4;12;19;81;81;36.93;39;18.38;184.34;5238.83;2.59;0.19;4234.90;183.77;2295.00
2500.00;2600.00;EdgeMesurements;0;18.96;0;25;2;15;15;6.32;18;3.12;41.75;904.16;11.54;0.83;114.13;41.21;0.00
2500.00;2600.00;EdgeMesurements;0;153.47;10;2;20;2;2;51.16;10;25.56;664.66;7256.16;0.72;0.05;6870.53;663.22;5115.00
2500.00;2600.00;EdgeMesurements;1;137.16;0;14;21;8;8;45.72;21;22.78;365.71;6484.72;1.31;0.09;5868.90;365.91;3528.00
2500.00;2600.00;EdgeMesurements;0;21.23;0;5;22;10;10;7.08;9;3.52;164.95;1003.60;2.90;0.21;792.69;164.21;659.00
2500.00;2600.00;EdgeMesurements;1;35.58;5;8;23;4;4;11.86;10;5.76;125.43;1682.05;3.81;0.27;1225.37;119.69;635.63
2500.00;2600.00;EdgeMesurements;0;11.21;0;0;24;0;0;3.74;10;1.85;369.94;530.22;1.29;0.09;478.49;387.45;206.00
2500.00;2600.00;EdgeMesurements;0;126.53;0;19;25;49;49;42.18;13;21.01;237.61;5982.24;2.01;0.14;5113.13;236.08;2545.00
2500.00;2600.00;EdgeMesurements;0;1.29;0;2;26;0;0;0.43;0;0.21;56.51;60.89;8.46;0.61;25.44;55.07;16.00
2500.00;2600.00;EdgeMesurements;2;54.71;0;7;27;11;11;18.24;10;9.01;189.55;2586.92;2.52;0.18;2086.91;186.39;557.00
2500.00;2600.00;EdgeMesurements;0;9.71;0;11;28;6;6;3.24;12;1.60;41.13;463.21;11.71;0.84;38.85;40.62;0.00
2500.00;2600.00;EdgeMesurements;5;72.28;0;8;29;9;9;24.09;20;12.00;347.79;3417.16;1.37;0.10;3093.13;350.04;1526.00
2500.00;2600.00;EdgeMesurements;0;47.70;0;30;3;12;12;15.90;10;7.90;78.80;2255.30;6.06;0.44;1261.86;78.01;574.00
2500.00;2600.00;EdgeMesurements;2;80.39;0;5;32;6;6;26.80;1;13.39;1168.18;3800.92;0.41;0.03;3684.37;1163.22;3390.00
2500.00;2600.00;EdgeMesurements;0;22.03;0;25;33;26;26;7.34;30;3.62;40.92;1041.61;11.68;0.84;179.12;40.14;33.00
2500.00;2600.00;EdgeMesurements;0;131.58;23;3;34;14;14;43.86;9;21.90;207.57;6221.05;2.30;0.17;5158.82;205.81;2636.00
2500.00;2600.00;EdgeMesurements;0;156.63;0;12;35;13;13;52.21;19;26.05;581.28;7405.55;0.82;0.06;6960.50;584.19;5745.00
2500.00;2600.00;EdgeMesurements;5;23.76;0;22;36;17;17;7.92;5;3.92;70.10;1123.37;6.82;0.49;578.80;69.28;401.00
2500.00;2600.00;EdgeMesurements;0;145.24;0;25;37;98;98;48.41;1;24.17;349.64;6867.11;1.37;0.10;6171.34;345.98;4540.00
2500.00;2600.00;EdgeMesurements;4;129.33;2;6;38;4;4;43.11;1;21.46;740.79;6114.72;0.64;0.05;5836.56;736.69;4118.18
2500.00;2600.00;EdgeMesurements;1;18.77;0;15;39;11;11;6.26;5;3.09;79.15;887.32;6.04;0.43;505.95;77.88;365.00
2500.00;2600.00;EdgeMesurements;0;0.65;0;1;4;1;1;0.22;0;0.11;32.16;30.89;14.86;1.07;0.59;31.82;0.00
2500.00;2600.00;EdgeMesurements;2;41.21;0;7;40;14;14;13.74;13;6.84;305.22;1948.20;1.57;0.11;1730.40;306.43;1358.00
2500.00;2600.00;EdgeMesurements;0;151.51;17;3;41;12;12;50.50;1;25.25;576.85;7163.41;0.83;0.06;6742.40;570.81;4573.00
2500.00;2600.00;EdgeMesurements;0;127.80;0;11;42;6;6;42.60;1;21.27;1623.50;6042.56;0.29;0.02;5918.31;1610.60;3583.00
2500.00;2600.00;EdgeMesurements;0;20.17;0;6;43;23;23;6.72;9;3.34;147.69;953.48;3.24;0.23;729.34;146.90;619.00
2500.00;2600.00;EdgeMesurements;0;49.17;6;19;44;25;26;16.39;19;8.15;91.68;2324.68;5.21;0.38;1452.14;90.80;860.00
2500.00;2600.00;EdgeMesurements;1;87.90;6;3;45;14;14;29.30;20;14.58;341.87;4155.68;1.40;0.10;3710.41;341.56;2587.00
2500.00;2600.00;EdgeMesurements;0;9.88;0;6;46;6;6;3.29;18;1.62;67.05;467.33;7.13;0.51;230.25;65.89;100.00
2500.00;2600.00;EdgeMesurements;2;5.98;0;7;47;13;13;1.99;0;0.99;63.15;282.60;7.57;0.54;127.94;62.62;106.00
2500.00;2600.00;EdgeMesurements;0;17.26;0;13;48;19;19;5.75;13;2.84;62.78;816.10;7.61;0.55;362.63;61.97;202.00
2500.00;2600.00;EdgeMesurements;0;129.69;0;6;49;0;0;43.23;2;21.59;2951.92;6131.71;0.16;0.01;6061.38;2949.76;4579.00
2500.00;2600.00;EdgeMesurements;0;28.62;0;19;5;18;18;9.54;13;4.74;72.91;1353.34;6.55;0.47;715.13;72.14;381.00
2500.00;2600.00;EdgeMesurements;1;15.21;0;4;50;2;2;5.07;1;2.53;136.89;718.94;3.49;0.25;545.09;135.65;470.00
2500.00;2600.00;EdgeMesurements;0;69.27;0;34;51;40;40;23.09;9;11.41;116.54;3302.65;4.13;0.30;2300.36;112.57;1342.00
2500.00;2600.00;EdgeMesurements;0;206.05;29;2;52;2;2;68.68;18;34.15;452.62;9741.93;1.06;0.08;8990.81;448.07;6009.00
2500.00;2600.00;EdgeMesurements;0;11.03;0;0;53;0;0;3.68;6;1.83;1031.64;521.32;0.46;0.03;502.12;1155.07;440.00
2500.00;2600.00;EdgeMesurements;0;24.51;0;3;54;10;10;8.17;14;4.02;280.64;1158.91;1.70;0.12;1007.34;277.98;496.00
2500.00;2600.00;EdgeMesurements;0;109.01;6;4;55;1;1;36.34;7;18.14;429.47;5154.18;1.11;0.08;4732.54;427.07;2137.00
2500.00;2600.00;EdgeMesurements;0;37.75;0;12;56;6;6;12.58;4;6.27;206.01;1785.03;2.32;0.17;1487.21;204.40;702.00
2500.00;2600.00;EdgeMesurements;0;132.71;0;2;57;2;2;44.24;4;22.08;1787.98;6274.36;0.27;0.02;6151.05;1789.06;4392.00
2500.00;2600.00;EdgeMesurements;1;116.19;0;3;58;4;5;38.73;1;19.36;883.88;5493.59;0.54;0.04;5272.65;877.42;3958.00
2500.00;2600.00;EdgeMesurements;0;130.05;6;7;59;23;24;43.35;19;21.64;193.61;6148.64;2.47;0.18;5036.09;192.61;2925.00
2500.00;2600.00;EdgeMesurements;0;12.82;0;12;6;1;1;4.27;12;2.10;48.95;606.12;9.76;0.70;156.38;48.04;0.00
2500.00;2600.00;EdgeMesurements;0;113.96;0;15;60;10;10;37.99;14;18.92;254.52;5388.07;1.88;0.14;4650.11;253.07;1009.00
2500.00;2600.00;EdgeMesurements;2;97.74;0;5;61;4;4;32.58;8;16.27;383.15;4621.35;1.25;0.09;4181.77;381.64;2249.00
2500.00;2600.00;EdgeMesurements;0;5.99;5;0;62;0;0;2.00;7;0.99;55.57;283.03;8.60;0.62;104.95;54.63;59.00
2500.00;2600.00;EdgeMesurements;0;8.76;0;7;63;9;9;2.92;2;1.45;62.19;414.40;7.68;0.55;180.11;61.32;103.00
2500.00;2600.00;EdgeMesurements;0;17.86;0;13;64;6;6;5.95;6;2.96;71.99;844.64;6.64;0.48;447.08;71.24;281.00
2500.00;2600.00;EdgeMesurements;2;14.17;0;3;65;1;1;4.72;0;2.36;333.67;670.18;1.43;0.10;602.12;332.12;600.00
2500.00;2600.00;EdgeMesurements;0;5.96;0;12;66;9;9;1.99;7;0.97;41.52;284.00;11.60;0.84;36.31;40.42;0.00
2500.00;2600.00;EdgeMesurements;0;84.79;0;0;67;36;36;28.26;6;14.13;899.11;4042.81;0.54;0.04;3885.79;898.17;2670.00
2500.00;2600.00;EdgeMesurements;0;137.03;0;8;68;2;2;45.68;13;22.67;680.71;6533.58;0.71;0.05;6207.32;681.71;4886.00
2500.00;2600.00;EdgeMesurements;3;81.29;0;18;69;29;29;27.10;3;13.52;361.50;3843.58;1.32;0.10;3493.65;358.99;2627.00
2500.00;2600.00;EdgeMesurements;2;22.10;0;15;7;17;17;7.37;11;3.65;69.46;1044.97;6.88;0.50;532.63;68.68;316.00
2500.00;2600.00;EdgeMesurements;0;153.69;0;17;71;27;27;51.23;11;25.57;495.98;7266.38;0.96;0.07;6757.71;493.93;4717.00
2500.00;2600.00;EdgeMesurements;0;14.39;0;6;72;4;4;4.80;0;2.39;117.80;680.25;4.06;0.29;476.68;116.57;412.00
2500.00;2600.00;EdgeMesurements;0;9.96;0;4;73;0;0;3.32;14;1.63;51.55;470.84;9.27;0.67;165.47;50.52;0.00
2500.00;2600.00;EdgeMesurements;0;27.16;0;3;74;3;3;9.05;9;4.36;390.07;1283.99;1.22;0.09;1163.33;380.34;981.00
2500.00;2600.00;EdgeMesurements;0;41.77;0;21;75;50;50;13.92;6;6.93;113.11;1975.08;4.22;0.30;1379.92;112.06;784.00
2500.00;2600.00;EdgeMesurements;0;129.45;0;2;76;0;0;43.15;3;21.53;3041.12;6120.25;0.16;0.01;6050.95;3055.27;4463.00
2500.00;2600.00;EdgeMesurements;0;2.32;0;4;77;8;8;0.77;3;0.38;38.47;110.83;12.52;0.90;5.03;37.98;0.00
2500.00;2600.00;EdgeMesurements;0;7.84;0;4;78;16;16;2.61;8;1.29;54.44;373.85;8.85;0.64;137.05;53.35;60.00
2500.00;2600.00;EdgeMesurements;0;46.78;0;7;79;8;8;15.59;13;7.76;191.96;2230.35;2.51;0.18;1811.19;191.20;1479.00
2500.00;2600.00;EdgeMesurements;0;222.45;0;19;8;23;23;74.15;18;37.04;611.44;10517.49;0.78;0.06;9926.17;610.78;5623.00
2500.00;2600.00;EdgeMesurements;6;4.45;0;6;80;6;6;1.48;0;0.74;38.12;222.67;13.25;0.95;1.68;37.76;0.00
2500.00;2600.00;EdgeMesurements;0;370.36;0;15;81;0;0;123.45;15;61.57;1200.74;18014.26;0.41;0.03;17472.22;1199.94;11575.00
2500.00;2600.00;EdgeMesurements;0;5.46;0;7;82;8;8;1.82;6;0.90;38.49;265.37;12.77;0.92;10.88;38.10;0.00
2500.00;2600.00;EdgeMesurements;0;388.98;0;6;83;0;0;129.66;6;64.71;3153.61;18919.98;0.16;0.01;18701.89;3152.55;13829.00
2500.00;2600.00;EdgeMesurements;5;4.00;0;6;84;3;3;1.33;0;0.66;34.97;200.14;14.44;1.04;0.80;34.64;0.00
2500.00;2600.00;EdgeMesurements;0;4.16;0;5;85;8;8;1.39;6;0.69;34.77;202.41;14.13;1.02;3.15;34.42;0.00
2500.00;2600.00;EdgeMesurements;0;383.58;0;12;86;6;6;127.86;6;63.79;3279.62;18657.30;0.15;0.01;18453.26;3280.36;14723.00
2500.00;2600.00;EdgeMesurements;30;24.38;0;33;87;24;24;8.13;0;4.03;38.95;1218.79;12.97;0.93;46.47;38.58;0.00
2500.00;2600.00;EdgeMesurements;0;25.15;0;31;88;29;29;8.38;33;4.14;38.87;1223.41;12.64;0.91;72.45;38.49;0.00
2500.00;2600.00;EdgeMesurements;31;24.48;0;31;89;26;26;8.16;0;4.04;38.35;1224.00;13.17;0.95;41.93;37.98;0.00
2500.00;2600.00;EdgeMesurements;0;217.44;0;19;90;5;5;72.48;6;36.18;814.83;10576.10;0.60;0.04;10114.28;809.88;7690.00
2500.00;2600.00;EdgeMesurements;0;25.03;0;31;91;40;40;8.34;31;4.12;38.42;1217.27;12.79;0.92;74.92;38.04;0.00
2500.00;2600.00;EdgeMesurements;0;368.22;15;0;92;0;0;122.74;15;61.19;1240.01;18410.90;0.41;0.03;17874.25;1233.83;8102.43
2500.00;2600.00;EdgeMesurements;0;382.92;4;0;93;2;2;127.64;6;63.67;3249.55;19146.07;0.16;0.01;18932.53;3236.81;11279.78
2500.00;2600.00;EdgeMesurements;0;155.84;9;0;94;19;19;51.95;12;25.29;787.65;7792.19;0.64;0.05;7424.05;764.20;5432.00
2500.00;2600.00;EdgeMesurements;0;146.28;26;0;95;34;34;48.76;19;24.32;309.82;7313.81;1.63;0.12;6470.20;307.82;3705.98
2600.00;2700.00;EdgeMesurements;0;168.52;0;41;1;21;21;56.17;44;27.93;184.46;8034.94;2.61;0.19;6500.56;183.24;2115.00
2600.00;2700.00;EdgeMesurements;7;36.24;0;11;10;25;25;12.08;22;6.00;131.73;1713.24;3.63;0.26;1256.64;131.82;998.00
2600.00;2700.00;EdgeMesurements;0;3.05;0;3;11;4;4;1.02;6;0.50;40.04;145.30;12.03;0.87;16.40;38.85;0.00
2600.00;2700.00;EdgeMesurements;4;3.01;0;6;14;3;3;1.00;0;0.49;34.48;142.38;13.86;1.00;3.88;34.14;0.00
2600.00;2700.00;EdgeMesurements;0;203.82;0;39;15;22;22;67.94;32;33.79;285.32;9636.64;1.67;0.12;8457.17;284.49;3531.00
2600.00;2700.00;EdgeMesurements;0;18.39;0;15;16;1;1;6.13;20;3.02;55.91;869.26;8.55;0.62;292.07;54.92;68.00
2600.00;2700.00;EdgeMesurements;0;125.97;7;8;17;4;4;41.99;2;20.98;951.16;5955.78;0.50;0.04;5736.74;941.21;4516.00
2600.00;2700.00;EdgeMesurements;3;9.44;0;1;18;1;1;3.15;8;1.55;143.88;446.20;3.32;0.24;325.88;142.65;252.00
2600.00;2700.00;EdgeMesurements;2;86.54;4;21;19;8;8;28.85;7;14.37;265.94;4091.45;1.80;0.13;3563.85;263.83;1901.00
2600.00;2700.00;EdgeMesurements;0;32.49;0;31;2;19;19;10.83;42;5.35;40.36;1548.94;11.94;0.86;214.16;39.75;0.00
2600.00;2700.00;EdgeMesurements;0;149.93;4;0;20;1;1;49.98;10;24.97;1181.29;7088.79;0.40;0.03;6871.26;1188.06;5139.00
2600.00;2700.00;EdgeMesurements;0;121.08;0;10;21;15;15;40.36;14;20.11;728.51;5724.86;0.66;0.05;5453.33;733.28;2898.00
2600.00;2700.00;EdgeMesurements;0;31.22;0;16;22;18;19;10.41;6;5.19;117.90;1476.20;4.05;0.29;1045.37;116.77;825.00
2600.00;2700.00;EdgeMesurements;1;46.19;3;19;23;10;10;15.40;9;7.42;107.78;2183.81;4.43;0.32;1486.83;102.49;1189.00
2600.00;2700.00;EdgeMesurements;0;11.21;0;9;24;0;0;3.74;6;1.85;59.44;529.89;8.04;0.58;223.22;58.72;68.00
2600.00;2700.00;EdgeMesurements;0;159.63;2;9;25;2;2;53.21;4;26.59;2110.37;7547.54;0.23;0.02;7428.02;2088.29;6786.00
2600.00;2700.00;EdgeMesurements;0;1.39;0;1;26;0;0;0.46;0;0.23;44.91;65.93;10.64;0.77;16.04;43.72;6.00
2600.00;2700.00;EdgeMesurements;1;51.59;0;26;27;26;26;17.20;13;8.49;174.72;2439.24;2.73;0.20;1953.18;171.83;1236.00
2600.00;2700.00;EdgeMesurements;0;3.42;0;5;28;2;2;1.14;3;0.56;35.80;163.07;13.46;0.97;11.04;35.38;0.00
2600.00;2700.00;EdgeMesurements;2;50.50;0;2;29;4;4;16.83;1;8.41;609.07;2387.55;0.78;0.06;2248.92;606.86;1755.00
2600.00;2700.00;EdgeMesurements;0;48.13;0;15;3;5;5;16.04;14;7.98;162.23;2275.56;2.95;0.21;1769.53;161.39;1055.00
2600.00;2700.00;EdgeMesurements;1;86.41;0;4;32;18;18;28.80;0;14.40;917.60;4085.26;0.52;0.04;3926.16;908.46;3318.00
2600.00;2700.00;EdgeMesurements;0;19.12;0;20;33;24;24;6.37;10;3.12;47.60;904.14;10.04;0.72;246.26;46.44;119.00
2600.00;2700.00;EdgeMesurements;2;117.04;6;1;34;2;2;39.01;32;19.44;383.14;5533.67;1.25;0.09;5008.01;386.57;2858.00
2600.00;2700.00;EdgeMesurements;0;120.79;0;3;35;8;8;40.26;23;20.11;532.90;5711.06;0.90;0.06;5331.88;533.75;3537.00
2600.00;2700.00;EdgeMesurements;3;45.26;0;33;36;2;2;15.09;28;7.46;66.28;2140.03;7.21;0.52;1017.43;65.45;41.00
2600.00;2700.00;EdgeMesurements;1;164.50;0;4;37;43;43;54.83;20;27.37;996.56;7777.72;0.48;0.03;7510.31;1011.71;5920.00
2600.00;2700.00;EdgeMesurements;2;123.93;1;2;38;0;0;41.31;7;20.45;788.65;5859.62;0.61;0.04;5599.07;782.04;3462.00
2600.00;2700.00;EdgeMesurements;0;40.25;0;11;39;16;16;13.42;1;6.70;189.22;1903.13;2.53;0.18;1560.84;187.24;1113.00
2600.00;2700.00;EdgeMesurements;2;0.76;0;1;4;2;2;0.25;0;0.13;35.08;36.13;13.62;0.98;1.55;34.74;0.00
2600.00;2700.00;EdgeMesurements;0;39.22;0;6;40;10;10;13.07;1;6.53;230.21;1854.21;2.08;0.15;1583.68;227.99;1464.00
2600.00;2700.00;EdgeMesurements;9;142.41;0;28;41;42;42;47.47;29;23.64;200.62;6732.97;2.38;0.17;5553.78;199.67;3285.00
2600.00;2700.00;EdgeMesurements;0;115.92;0;6;42;18;18;38.64;14;19.26;447.39;5480.60;1.07;0.08;5050.04;447.44;3133.00
2600.00;2700.00;EdgeMesurements;0;13.92;0;8;43;10;10;4.64;9;2.30;86.07;658.28;5.55;0.40;381.67;85.02;275.00
2600.00;2700.00;EdgeMesurements;0;40.11;4;10;44;16;16;13.37;21;6.64;123.58;1896.20;3.87;0.28;1350.52;123.00;821.00
2600.00;2700.00;EdgeMesurements;3;76.66;5;6;45;23;23;25.55;5;12.76;299.48;3624.70;1.60;0.11;3202.22;297.95;2115.00
2600.00;2700.00;EdgeMesurements;0;10.58;0;8;46;14;14;3.53;6;1.75;58.68;500.20;8.14;0.59;204.78;57.79;108.00
2600.00;2700.00;EdgeMesurements;0;12.02;0;9;47;10;10;4.01;8;1.98;62.46;568.07;7.65;0.55;253.62;61.78;186.00
2600.00;2700.00;EdgeMesurements;0;13.80;0;13;48;25;25;4.60;13;2.26;50.19;652.53;9.52;0.69;204.63;48.94;74.00
2600.00;2700.00;EdgeMesurements;0;145.15;0;7;49;3;3;48.38;2;24.16;811.77;6862.82;0.59;0.04;6570.20;805.03;4990.00
2600.00;2700.00;EdgeMesurements;0;19.85;0;21;5;6;6;6.62;26;3.26;43.96;938.44;10.87;0.78;210.70;43.24;43.00
2600.00;2700.00;EdgeMesurements;0;18.72;0;3;50;0;0;6.24;4;3.06;373.49;885.08;1.28;0.09;804.18;364.29;690.00
2600.00;2700.00;EdgeMesurements;0;93.30;0;8;51;6;6;31.10;10;15.43;503.54;4448.71;0.96;0.07;4142.65;494.55;2301.00
2600.00;2700.00;EdgeMesurements;1;181.30;4;2;52;0;0;60.43;33;30.14;325.90;8571.95;1.47;0.11;7622.37;325.49;3400.00
2600.00;2700.00;EdgeMesurements;0;4.02;0;0;53;0;0;1.34;1;0.67;12103.99;190.00;0.04;0.00;189.45;11977.33;184.00
2600.00;2700.00;EdgeMesurements;1;11.78;0;6;54;10;10;3.93;6;1.95;88.43;556.91;5.40;0.39;332.15;87.56;266.00
2600.00;2700.00;EdgeMesurements;0;134.73;5;13;55;8;8;44.91;17;22.42;434.47;6369.85;1.10;0.08;5849.57;433.97;4628.00
2600.00;2700.00;EdgeMesurements;8;67.86;0;17;56;19;19;22.62;1;11.27;206.02;3208.45;2.32;0.17;2650.64;204.80;2409.00
2600.00;2700.00;EdgeMesurements;4;134.67;2;6;57;3;3;44.89;1;22.43;997.97;6367.37;0.48;0.03;6161.86;995.36;4901.00
2600.00;2700.00;EdgeMesurements;2;90.19;0;3;58;2;2;30.06;17;15.00;360.24;4264.06;1.33;0.10;3857.65;360.99;2494.00
2600.00;2700.00;EdgeMesurements;0;106.40;4;19;59;38;39;35.47;32;17.67;200.05;5030.41;2.39;0.17;4155.05;200.02;2013.00
2600.00;2700.00;EdgeMesurements;0;7.62;0;8;6;3;3;2.54;8;1.25;45.53;360.46;10.49;0.76;80.29;44.65;0.00
2600.00;2700.00;EdgeMesurements;0;147.04;2;19;60;17;17;49.01;10;24.47;871.41;6952.29;0.55;0.04;6672.10;871.95;5821.00
2600.00;2700.00;EdgeMesurements;0;99.35;0;8;61;3;3;33.12;2;16.55;1512.58;4697.38;0.32;0.02;4588.37;1501.41;3902.00
2600.00;2700.00;EdgeMesurements;0;6.79;4;2;62;3;3;2.26;6;1.12;50.03;321.02;9.55;0.69;98.39;49.18;41.00
2600.00;2700.00;EdgeMesurements;0;13.22;0;4;63;2;2;4.41;0;2.20;875.55;625.06;0.55;0.04;600.64;866.38;579.00
2600.00;2700.00;EdgeMesurements;0;27.27;0;15;64;4;4;9.09;8;4.51;113.51;1289.42;4.21;0.30;892.14;112.57;647.00
2600.00;2700.00;EdgeMesurements;2;9.30;0;2;65;0;0;3.10;6;1.54;181.37;439.93;2.63;0.19;356.54;182.70;293.00
